uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
DF,OUTRAS,OUTRO,"70 - 79",M,41
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,12
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,21
DF,OUTRAS,VIA_PUBLICA,"70 - 79",F,3
DF,OUTRAS,VIA_PUBLICA,"70 - 79",M,15
DF,COVID,DOMICILIO,"70 - 79",F,7
DF,COVID,DOMICILIO,"70 - 79",M,3
DF,COVID,HOSPITAL,"70 - 79",F,395
DF,COVID,HOSPITAL,"70 - 79",M,540
DF,COVID,OUTRO,"70 - 79",F,10
DF,COVID,OUTRO,"70 - 79",M,5
DF,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,8
DF,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,11
DF,INDETERMINADA,DOMICILIO,"70 - 79",F,2
DF,INDETERMINADA,DOMICILIO,"70 - 79",M,3
DF,INDETERMINADA,HOSPITAL,"70 - 79",F,3
DF,INDETERMINADA,HOSPITAL,"70 - 79",M,12
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,11
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,20
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,58
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,82
DF,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,4
DF,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,6
DF,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,4
DF,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
DF,PNEUMONIA,DOMICILIO,"70 - 79",F,4
DF,PNEUMONIA,DOMICILIO,"70 - 79",M,10
DF,PNEUMONIA,HOSPITAL,"70 - 79",F,244
DF,PNEUMONIA,HOSPITAL,"70 - 79",M,289
DF,PNEUMONIA,OUTRO,"70 - 79",F,4
DF,PNEUMONIA,OUTRO,"70 - 79",M,4
DF,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,9
DF,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,8
DF,SEPTICEMIA,DOMICILIO,"70 - 79",F,6
DF,SEPTICEMIA,DOMICILIO,"70 - 79",M,12
DF,SEPTICEMIA,HOSPITAL,"70 - 79",F,191
DF,SEPTICEMIA,HOSPITAL,"70 - 79",M,213
DF,SEPTICEMIA,OUTRO,"70 - 79",F,5
DF,SEPTICEMIA,OUTRO,"70 - 79",M,5
DF,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,7
DF,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,5
DF,SRAG,HOSPITAL,"70 - 79",F,9
DF,SRAG,HOSPITAL,"70 - 79",M,8
ES,OUTRAS,DOMICILIO,"70 - 79",F,314
ES,OUTRAS,DOMICILIO,"70 - 79",M,484
ES,OUTRAS,HOSPITAL,"70 - 79",F,701
ES,OUTRAS,HOSPITAL,"70 - 79",I,1
ES,OUTRAS,HOSPITAL,"70 - 79",M,954
ES,OUTRAS,IGNORADO,"70 - 79",F,1
ES,OUTRAS,IGNORADO,"70 - 79",M,2
ES,OUTRAS,OUTRO,"70 - 79",F,13
ES,OUTRAS,OUTRO,"70 - 79",M,42
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,49
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,73
ES,OUTRAS,VIA_PUBLICA,"70 - 79",F,7
ES,OUTRAS,VIA_PUBLICA,"70 - 79",M,36
ES,COVID,DOMICILIO,"70 - 79",F,13
ES,COVID,DOMICILIO,"70 - 79",M,15
ES,COVID,HOSPITAL,"70 - 79",F,512
ES,COVID,HOSPITAL,"70 - 79",M,788
ES,COVID,OUTRO,"70 - 79",M,3
ES,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,10
ES,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,17
ES,COVID,VIA_PUBLICA,"70 - 79",M,2
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,33
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,44
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,88
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,122
ES,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,2
ES,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,6
ES,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,5
ES,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",F,1
ES,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",M,2
ES,PNEUMONIA,DOMICILIO,"70 - 79",F,22
ES,PNEUMONIA,DOMICILIO,"70 - 79",M,48
ES,PNEUMONIA,HOSPITAL,"70 - 79",F,252
ES,PNEUMONIA,HOSPITAL,"70 - 79",M,387
ES,PNEUMONIA,OUTRO,"70 - 79",F,1
ES,PNEUMONIA,OUTRO,"70 - 79",M,5
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,6
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,13
ES,PNEUMONIA,POSTO_SAUDE,"70 - 79",F,1
ES,SEPTICEMIA,DOMICILIO,"70 - 79",F,11
ES,SEPTICEMIA,DOMICILIO,"70 - 79",M,15
ES,SEPTICEMIA,HOSPITAL,"70 - 79",F,331
ES,SEPTICEMIA,HOSPITAL,"70 - 79",M,370
ES,SEPTICEMIA,IGNORADO,"70 - 79",M,2
ES,SEPTICEMIA,OUTRO,"70 - 79",F,1
ES,SEPTICEMIA,OUTRO,"70 - 79",M,2
ES,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,9
ES,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,7
ES,SRAG,DOMICILIO,"70 - 79",M,3
ES,SRAG,HOSPITAL,"70 - 79",F,26
ES,SRAG,HOSPITAL,"70 - 79",M,36
ES,SRAG,OUTRO,"70 - 79",M,1
ES,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
GO,OUTRAS,AMBULANCIA,"70 - 79",F,1
GO,OUTRAS,AMBULANCIA,"70 - 79",M,1
GO,OUTRAS,DOMICILIO,"70 - 79",F,416
GO,OUTRAS,DOMICILIO,"70 - 79",M,649
GO,OUTRAS,HOSPITAL,"70 - 79",F,740
GO,OUTRAS,HOSPITAL,"70 - 79",M,957
GO,OUTRAS,IGNORADO,"70 - 79",F,34
GO,OUTRAS,IGNORADO,"70 - 79",M,69
GO,OUTRAS,OUTRO,"70 - 79",F,73
GO,OUTRAS,OUTRO,"70 - 79",M,148
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,149
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,193
GO,OUTRAS,POSTO_SAUDE,"70 - 79",M,1
GO,OUTRAS,VIA_PUBLICA,"70 - 79",F,7
GO,OUTRAS,VIA_PUBLICA,"70 - 79",M,45
GO,COVID,DOMICILIO,"70 - 79",F,11
GO,COVID,DOMICILIO,"70 - 79",M,22
GO,COVID,HOSPITAL,"70 - 79",F,696
GO,COVID,HOSPITAL,"70 - 79",M,1042
GO,COVID,IGNORADO,"70 - 79",F,3
GO,COVID,IGNORADO,"70 - 79",M,8
GO,COVID,OUTRO,"70 - 79",F,1
GO,COVID,OUTRO,"70 - 79",M,11
GO,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,79
GO,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,97
GO,COVID,VIA_PUBLICA,"70 - 79",F,1
GO,COVID,VIA_PUBLICA,"70 - 79",M,2
GO,INDETERMINADA,DOMICILIO,"70 - 79",F,3
GO,INDETERMINADA,DOMICILIO,"70 - 79",M,8
GO,INDETERMINADA,HOSPITAL,"70 - 79",F,2
GO,INDETERMINADA,HOSPITAL,"70 - 79",M,2
GO,INDETERMINADA,IGNORADO,"70 - 79",F,1
GO,INDETERMINADA,IGNORADO,"70 - 79",M,1
GO,INDETERMINADA,OUTRO,"70 - 79",F,3
GO,INDETERMINADA,OUTRO,"70 - 79",M,3
GO,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,3
GO,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,58
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,79
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,258
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,288
GO,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",F,13
GO,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",M,10
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,12
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,18
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,30
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,56
GO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",M,2
GO,PNEUMONIA,AMBULANCIA,"70 - 79",M,1
GO,PNEUMONIA,DOMICILIO,"70 - 79",F,23
GO,PNEUMONIA,DOMICILIO,"70 - 79",M,33
GO,PNEUMONIA,HOSPITAL,"70 - 79",F,469
GO,PNEUMONIA,HOSPITAL,"70 - 79",M,620
GO,PNEUMONIA,IGNORADO,"70 - 79",F,11
GO,PNEUMONIA,IGNORADO,"70 - 79",M,11
GO,PNEUMONIA,OUTRO,"70 - 79",F,5
GO,PNEUMONIA,OUTRO,"70 - 79",M,12
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,52
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,57
GO,PNEUMONIA,VIA_PUBLICA,"70 - 79",M,2
GO,SEPTICEMIA,DOMICILIO,"70 - 79",F,12
GO,SEPTICEMIA,DOMICILIO,"70 - 79",M,17
GO,SEPTICEMIA,HOSPITAL,"70 - 79",F,359
GO,SEPTICEMIA,HOSPITAL,"70 - 79",I,1
GO,SEPTICEMIA,HOSPITAL,"70 - 79",M,421
GO,SEPTICEMIA,IGNORADO,"70 - 79",F,9
GO,SEPTICEMIA,IGNORADO,"70 - 79",M,10
GO,SEPTICEMIA,OUTRO,"70 - 79",F,4
GO,SEPTICEMIA,OUTRO,"70 - 79",M,7
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,55
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,49
GO,SRAG,DOMICILIO,"70 - 79",F,1
GO,SRAG,DOMICILIO,"70 - 79",M,2
GO,SRAG,HOSPITAL,"70 - 79",F,24
GO,SRAG,HOSPITAL,"70 - 79",M,26
GO,SRAG,OUTRO,"70 - 79",F,1
GO,SRAG,OUTRO,"70 - 79",M,1
GO,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
GO,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,5
MA,OUTRAS,AMBULANCIA,"70 - 79",F,3
MA,OUTRAS,AMBULANCIA,"70 - 79",M,5
MA,OUTRAS,DOMICILIO,"70 - 79",F,524
MA,OUTRAS,DOMICILIO,"70 - 79",I,1
MA,OUTRAS,DOMICILIO,"70 - 79",M,913
MA,OUTRAS,HOSPITAL,"70 - 79",F,716
MA,OUTRAS,HOSPITAL,"70 - 79",M,1056
MA,OUTRAS,IGNORADO,"70 - 79",F,14
MA,OUTRAS,IGNORADO,"70 - 79",M,9
MA,OUTRAS,OUTRO,"70 - 79",F,45
MA,OUTRAS,OUTRO,"70 - 79",M,94
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,6
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,20
MA,OUTRAS,POSTO_SAUDE,"70 - 79",F,2
MA,OUTRAS,POSTO_SAUDE,"70 - 79",M,2
MA,OUTRAS,VIA_PUBLICA,"70 - 79",F,11
MA,OUTRAS,VIA_PUBLICA,"70 - 79",M,33
MA,COVID,AMBULANCIA,"70 - 79",M,2
MA,COVID,DOMICILIO,"70 - 79",F,8
MA,COVID,DOMICILIO,"70 - 79",M,21
MA,COVID,HOSPITAL,"70 - 79",F,264
MA,COVID,HOSPITAL,"70 - 79",M,534
MA,COVID,IGNORADO,"70 - 79",F,1
MA,COVID,IGNORADO,"70 - 79",M,6
MA,COVID,OUTRO,"70 - 79",F,5
MA,COVID,OUTRO,"70 - 79",M,15
MA,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,5
MA,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,6
MA,COVID,VIA_PUBLICA,"70 - 79",F,2
MA,COVID,VIA_PUBLICA,"70 - 79",M,2
MA,INDETERMINADA,DOMICILIO,"70 - 79",F,4
MA,INDETERMINADA,DOMICILIO,"70 - 79",M,11
MA,INDETERMINADA,HOSPITAL,"70 - 79",F,10
MA,INDETERMINADA,HOSPITAL,"70 - 79",M,14
MA,INDETERMINADA,OUTRO,"70 - 79",M,2
MA,INDETERMINADA,VIA_PUBLICA,"70 - 79",M,1
MA,INSUFICIENCIA_RESPIRATORIA,AMBULANCIA,"70 - 79",M,1
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,47
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",I,1
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,82
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,168
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,221
MA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",F,2
MA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",M,3
MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,3
MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,9
MA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,5
MA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
MA,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"70 - 79",F,1
MA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",F,2
MA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",M,1
MA,PNEUMONIA,DOMICILIO,"70 - 79",F,24
MA,PNEUMONIA,DOMICILIO,"70 - 79",I,1
MA,PNEUMONIA,DOMICILIO,"70 - 79",M,28
MA,PNEUMONIA,HOSPITAL,"70 - 79",F,198
MA,PNEUMONIA,HOSPITAL,"70 - 79",M,312
MA,PNEUMONIA,IGNORADO,"70 - 79",F,2
MA,PNEUMONIA,OUTRO,"70 - 79",F,4
MA,PNEUMONIA,OUTRO,"70 - 79",M,4
MA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,4
MA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,3
MA,PNEUMONIA,POSTO_SAUDE,"70 - 79",M,1
MA,PNEUMONIA,VIA_PUBLICA,"70 - 79",F,1
MA,PNEUMONIA,VIA_PUBLICA,"70 - 79",M,1
MA,SEPTICEMIA,DOMICILIO,"70 - 79",F,14
MA,SEPTICEMIA,DOMICILIO,"70 - 79",M,23
MA,SEPTICEMIA,HOSPITAL,"70 - 79",F,158
MA,SEPTICEMIA,HOSPITAL,"70 - 79",M,211
MA,SEPTICEMIA,IGNORADO,"70 - 79",F,3
MA,SEPTICEMIA,IGNORADO,"70 - 79",M,1
MA,SEPTICEMIA,OUTRO,"70 - 79",F,2
MA,SEPTICEMIA,OUTRO,"70 - 79",M,2
MA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,2
MA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,5
MA,SRAG,DOMICILIO,"70 - 79",F,2
MA,SRAG,DOMICILIO,"70 - 79",M,11
MA,SRAG,HOSPITAL,"70 - 79",F,74
MA,SRAG,HOSPITAL,"70 - 79",M,144
MA,SRAG,IGNORADO,"70 - 79",M,1
MA,SRAG,OUTRO,"70 - 79",F,2
MA,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
MA,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,5
MA,SRAG,POSTO_SAUDE,"70 - 79",M,1
MG,OUTRAS,DOMICILIO,"70 - 79",F,1923
MG,OUTRAS,DOMICILIO,"70 - 79",M,2835
MG,OUTRAS,HOSPITAL,"70 - 79",F,3735
MG,OUTRAS,HOSPITAL,"70 - 79",M,5002
MG,OUTRAS,IGNORADO,"70 - 79",F,145
MG,OUTRAS,IGNORADO,"70 - 79",I,5
MG,OUTRAS,IGNORADO,"70 - 79",M,207
MG,OUTRAS,OUTRO,"70 - 79",F,126
MG,OUTRAS,OUTRO,"70 - 79",M,253
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,487
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,656
MG,OUTRAS,POSTO_SAUDE,"70 - 79",M,1
MG,OUTRAS,VIA_PUBLICA,"70 - 79",F,50
MG,OUTRAS,VIA_PUBLICA,"70 - 79",M,138
MG,COVID,DOMICILIO,"70 - 79",F,24
MG,COVID,DOMICILIO,"70 - 79",M,39
MG,COVID,HOSPITAL,"70 - 79",F,1357
MG,COVID,HOSPITAL,"70 - 79",M,2014
MG,COVID,IGNORADO,"70 - 79",F,29
MG,COVID,IGNORADO,"70 - 79",M,44
MG,COVID,OUTRO,"70 - 79",F,4
MG,COVID,OUTRO,"70 - 79",M,9
MG,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,62
MG,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,88
MG,COVID,VIA_PUBLICA,"70 - 79",F,1
MG,COVID,VIA_PUBLICA,"70 - 79",M,1
MG,INDETERMINADA,DOMICILIO,"70 - 79",F,68
MG,INDETERMINADA,DOMICILIO,"70 - 79",M,149
MG,INDETERMINADA,HOSPITAL,"70 - 79",F,30
MG,INDETERMINADA,HOSPITAL,"70 - 79",I,1
MG,INDETERMINADA,HOSPITAL,"70 - 79",M,49
MG,INDETERMINADA,IGNORADO,"70 - 79",F,9
MG,INDETERMINADA,IGNORADO,"70 - 79",M,16
MG,INDETERMINADA,OUTRO,"70 - 79",F,1
MG,INDETERMINADA,OUTRO,"70 - 79",M,18
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,6
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,12
MG,INDETERMINADA,VIA_PUBLICA,"70 - 79",M,12
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,124
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,192
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,700
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,951
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",F,19
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",M,27
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,9
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,15
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,74
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,109
MG,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",M,4
MG,PNEUMONIA,DOMICILIO,"70 - 79",F,52
MG,PNEUMONIA,DOMICILIO,"70 - 79",M,89
MG,PNEUMONIA,HOSPITAL,"70 - 79",F,1271
MG,PNEUMONIA,HOSPITAL,"70 - 79",M,1925
MG,PNEUMONIA,IGNORADO,"70 - 79",F,22
MG,PNEUMONIA,IGNORADO,"70 - 79",M,33
MG,PNEUMONIA,OUTRO,"70 - 79",F,4
MG,PNEUMONIA,OUTRO,"70 - 79",M,15
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,73
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,90
MG,PNEUMONIA,POSTO_SAUDE,"70 - 79",M,1
MG,PNEUMONIA,VIA_PUBLICA,"70 - 79",F,4
MG,PNEUMONIA,VIA_PUBLICA,"70 - 79",M,3
MG,SEPTICEMIA,DOMICILIO,"70 - 79",F,22
MG,SEPTICEMIA,DOMICILIO,"70 - 79",M,42
MG,SEPTICEMIA,HOSPITAL,"70 - 79",F,1799
MG,SEPTICEMIA,HOSPITAL,"70 - 79",M,1854
MG,SEPTICEMIA,IGNORADO,"70 - 79",F,32
MG,SEPTICEMIA,IGNORADO,"70 - 79",M,50
MG,SEPTICEMIA,OUTRO,"70 - 79",F,4
MG,SEPTICEMIA,OUTRO,"70 - 79",M,9
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,128
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,123
MG,SEPTICEMIA,POSTO_SAUDE,"70 - 79",F,1
MG,SEPTICEMIA,VIA_PUBLICA,"70 - 79",F,1
MG,SEPTICEMIA,VIA_PUBLICA,"70 - 79",M,1
MG,SRAG,DOMICILIO,"70 - 79",F,9
MG,SRAG,DOMICILIO,"70 - 79",M,11
MG,SRAG,HOSPITAL,"70 - 79",F,57
MG,SRAG,HOSPITAL,"70 - 79",M,82
MG,SRAG,IGNORADO,"70 - 79",F,1
MG,SRAG,OUTRO,"70 - 79",M,1
MG,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",F,10
MG,SRAG,OUTROS_SERVICOS_SAUDE,"70 - 79",M,9
MS,OUTRAS,DOMICILIO,"70 - 79",F,189
MS,OUTRAS,DOMICILIO,"70 - 79",M,341
MS,OUTRAS,HOSPITAL,"70 - 79",F,478
MS,OUTRAS,HOSPITAL,"70 - 79",M,694
MS,OUTRAS,OUTRO,"70 - 79",F,14
MS,OUTRAS,OUTRO,"70 - 79",M,27
MS,OUTRAS,POSTO_SAUDE,"70 - 79",F,11
MS,OUTRAS,POSTO_SAUDE,"70 - 79",M,6
MS,OUTRAS,VIA_PUBLICA,"70 - 79",F,5
MS,OUTRAS,VIA_PUBLICA,"70 - 79",M,19
MS,COVID,DOMICILIO,"70 - 79",F,3
MS,COVID,DOMICILIO,"70 - 79",M,7
MS,COVID,HOSPITAL,"70 - 79",F,269
MS,COVID,HOSPITAL,"70 - 79",M,366
MS,COVID,OUTRO,"70 - 79",F,4
MS,COVID,OUTRO,"70 - 79",M,3
MS,COVID,POSTO_SAUDE,"70 - 79",F,1
MS,COVID,POSTO_SAUDE,"70 - 79",M,1
MS,INDETERMINADA,DOMICILIO,"70 - 79",F,5
MS,INDETERMINADA,DOMICILIO,"70 - 79",M,8
MS,INDETERMINADA,HOSPITAL,"70 - 79",F,3
MS,INDETERMINADA,HOSPITAL,"70 - 79",M,1
MS,INDETERMINADA,VIA_PUBLICA,"70 - 79",M,2
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,18
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,33
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,113
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,136
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",M,3
MS,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"70 - 79",M,1
MS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",M,3
MS,PNEUMONIA,DOMICILIO,"70 - 79",F,13
MS,PNEUMONIA,DOMICILIO,"70 - 79",M,15
MS,PNEUMONIA,HOSPITAL,"70 - 79",F,241
MS,PNEUMONIA,HOSPITAL,"70 - 79",M,391
MS,PNEUMONIA,OUTRO,"70 - 79",F,1
MS,PNEUMONIA,POSTO_SAUDE,"70 - 79",F,2
MS,SEPTICEMIA,DOMICILIO,"70 - 79",F,3
MS,SEPTICEMIA,DOMICILIO,"70 - 79",M,4
MS,SEPTICEMIA,HOSPITAL,"70 - 79",F,194
MS,SEPTICEMIA,HOSPITAL,"70 - 79",M,215
MS,SEPTICEMIA,OUTRO,"70 - 79",F,1
MS,SEPTICEMIA,POSTO_SAUDE,"70 - 79",F,2
MS,SEPTICEMIA,VIA_PUBLICA,"70 - 79",F,1
MS,SEPTICEMIA,VIA_PUBLICA,"70 - 79",M,1
MS,SRAG,HOSPITAL,"70 - 79",F,2
MS,SRAG,HOSPITAL,"70 - 79",M,20
MT,OUTRAS,DOMICILIO,"70 - 79",F,122
MT,OUTRAS,DOMICILIO,"70 - 79",M,207
MT,OUTRAS,HOSPITAL,"70 - 79",F,271
MT,OUTRAS,HOSPITAL,"70 - 79",M,405
MT,OUTRAS,IGNORADO,"70 - 79",F,446
MT,OUTRAS,IGNORADO,"70 - 79",M,790
MT,OUTRAS,OUTRO,"70 - 79",F,23
MT,OUTRAS,OUTRO,"70 - 79",M,49
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,4
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,10
MT,OUTRAS,POSTO_SAUDE,"70 - 79",F,1
MT,OUTRAS,VIA_PUBLICA,"70 - 79",F,4
MT,OUTRAS,VIA_PUBLICA,"70 - 79",M,23
MT,COVID,DOMICILIO,"70 - 79",F,5
MT,COVID,DOMICILIO,"70 - 79",M,2
MT,COVID,HOSPITAL,"70 - 79",F,201
MT,COVID,HOSPITAL,"70 - 79",M,318
MT,COVID,IGNORADO,"70 - 79",F,145
MT,COVID,IGNORADO,"70 - 79",M,200
MT,COVID,OUTRO,"70 - 79",F,4
MT,COVID,OUTRO,"70 - 79",M,4
MT,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,4
MT,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
MT,COVID,POSTO_SAUDE,"70 - 79",F,1
MT,COVID,VIA_PUBLICA,"70 - 79",F,1
MT,COVID,VIA_PUBLICA,"70 - 79",M,1
MT,INDETERMINADA,DOMICILIO,"70 - 79",F,1
MT,INDETERMINADA,DOMICILIO,"70 - 79",M,7
MT,INDETERMINADA,HOSPITAL,"70 - 79",F,1
MT,INDETERMINADA,IGNORADO,"70 - 79",F,1
MT,INDETERMINADA,IGNORADO,"70 - 79",M,5
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,7
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,11
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,57
